Precinct,State,White Population %,Hispanic/Latino Population %,African American Population %,Asian Population %,Other Race Population %,Democratic Votes,Republican Votes,Average Income
412,Mississippi,43.21670362520821,47.5585969721177,7.265868623006089,0.6556787902600306,1.3031519894079793,420,362,53471.76
413,Mississippi,27.79107589460985,46.26927023172381,20.65153556481665,3.4331300430226843,1.8549882658270036,566,175,34052.24
414,Mississippi,36.52971865696924,51.37456061110651,1.6880255614400195,3.4687030139426316,6.938992156541602,253,325,37584.62
415,Mississippi,80.94569756942701,17.388924112301297,1.659878159240353,0.005133700552385335,0.0003664584789504488,151,357,53657.1
416,Mississippi,86.17602138740703,10.158062798113539,3.5644657854527932,0.06684986169097795,0.034600167335653964,64,502,67814.21
417,Mississippi,69.59543269834354,11.663892441715335,5.760335936389524,7.379389241751724,5.600949681799875,113,667,40546.64
418,Mississippi,66.09700376257234,22.355026019630873,0.052386001146944854,10.328025667533348,1.1675585491164924,74,241,32717.15
419,Mississippi,20.077335933155105,47.960161077168685,7.66868379792905,2.104549634504291,22.189269557242866,339,71,33602.84
420,Mississippi,88.69325707620668,10.431628377257818,0.606434204147929,0.07313352688616594,0.19554681550140174,91,605,51990.8
421,Mississippi,72.28484003871122,12.017664435209499,3.336983738371511,3.5710411514194744,8.789470636288286,133,542,24007.6
422,Mississippi,8.60227644064353,53.314990690964414,25.078669450506226,6.776518396434395,6.227545021451434,655,73,50896.78
423,Mississippi,65.33617298333374,1.7853549834061806,32.209447854006264,0.03947909739102526,0.6295450818628012,281,284,38907.44
424,Mississippi,17.595401915461206,64.35125370661864,15.675424869033398,1.9484607515347117,0.42945875735205163,648,112,37982.9
425,Mississippi,17.864966462287935,74.63957291326587,6.595022220196357,0.4686396337859189,0.4317987704639279,255,89,50720.25
426,Mississippi,28.13216089322763,27.451850706990108,4.395986321313517,4.065281456097203,35.95472062237155,141,149,66687.98
427,Mississippi,40.81947506354108,58.679344456897844,0.10211212922656869,0.38970925902871384,0.009359091305782385,458,289,26460.47
428,Mississippi,80.22760792244515,0.621221144134736,17.874204667702898,0.6957067270252502,0.5812595386919668,143,346,39790.57
429,Mississippi,57.82262765506301,36.941939088946405,1.989742201507723,2.1044223498627743,1.1412687046200887,129,427,48538.67
430,Mississippi,16.751910791480253,27.80757621602291,46.062991100726734,8.57238664634584,0.8051352454242533,335,93,45815.32
431,Mississippi,92.39911648085678,4.200004464385543,0.3789552026387088,1.1884399151512475,1.833483936967724,19,472,31040.31
432,Mississippi,17.263120869706384,36.692183925792385,9.676507533784573,23.48480026494015,12.883387405776503,219,132,48821.71
433,Mississippi,58.78051162523504,1.2650300839693402,29.34514949079361,9.067475188106489,1.5418336118955125,120,324,60822.15
434,Mississippi,77.24661091900303,19.667115492127458,2.3773394141394832,0.07929849942863991,0.6296356753013868,138,340,52818.38
435,Mississippi,74.63383837034444,0.8510385192797857,0.990936373367117,15.685219985573392,7.838966751435265,8,401,58623.18
436,Mississippi,74.66293660090282,25.073413350283488,0.25368607088630674,0.007387776701009362,0.002576201226375474,193,576,40557.07
437,Mississippi,5.1748932208996345,6.253003282184396,75.75962904329434,4.850272105587159,7.962202348034481,281,45,56610.88
438,Mississippi,64.52653503281101,10.144293826912916,3.0978575487297744,9.180484008043909,13.050829583502392,104,321,45563.32
439,Mississippi,44.438599280474776,39.900879635129726,0.4687104755173449,11.114060069991867,4.077750538886292,370,184,47986.09
440,Mississippi,24.832678713911193,10.569699514924148,60.84039348418008,2.563659504625472,1.193568782359094,654,205,76728.59
441,Mississippi,83.65937319504847,5.069879085962645,1.0574620970718156,9.893316879096528,0.3199687428205351,31,430,35818.54
442,Mississippi,20.326423443868958,2.366109352799911,33.55773788896512,18.672726049912054,25.07700326445395,336,155,58026.51
443,Mississippi,5.412582128667309,48.224886894994064,32.36985885765648,13.838043509943565,0.15462860873859086,567,21,61506.39
444,Mississippi,17.4012363072918,54.033092803241566,5.787828844106749,11.498927028392675,11.278915016967204,351,76,24569.17
445,Mississippi,93.91952764692677,4.710395639679759,0.4390857116608106,0.8617742495603714,0.06921675217229506,20,424,44861.88
446,Mississippi,12.42203066678086,77.48531043941163,5.94419461231715,3.4811633835140627,0.667300897976304,617,123,37312.75
447,Mississippi,91.24770853322211,3.0358406448711173,2.9627724604610512,1.46345069170188,1.2902276697438424,26,595,46888.98
448,Mississippi,25.93266798408973,50.60708233316311,15.504572254341653,7.280220233524306,0.6754571948812043,609,245,36925.61
449,Mississippi,55.85508039369016,2.8201609328184496,28.897267402664507,3.110605131155533,9.31688613967134,190,507,59772.83
450,Mississippi,52.21085345868951,41.11200483375612,5.498813190911619,0.8891057090010918,0.2892228076416643,358,449,41553.88
451,Mississippi,15.064687154712264,25.59883183734809,29.457348774388727,0.7573617128053742,29.121770520745542,324,95,24858.39
452,Mississippi,16.77255975524239,82.7852443973654,0.02127661379127037,0.10854860904211615,0.3123706245588238,532,100,51326.96
453,Mississippi,64.0020555895098,21.0873648845872,5.207681949806971,4.3733762561668765,5.329521319929157,224,472,42240.71
454,Mississippi,32.28852544421559,15.86995883537122,5.302423527648903,26.407339893464332,20.13175229929996,135,254,67051.02
455,Mississippi,39.70966033956803,49.24887963078396,5.208923845415578,1.9156087922911464,3.9169273919412717,334,264,47546.44
456,Mississippi,81.04186418683554,3.757657605106439,13.899720646086294,0.15694736036625456,1.1438102016054614,91,279,24319.87
457,Mississippi,13.41875207510801,67.78398056557356,1.2265687476934222,1.8793546053178414,15.691344006307162,270,64,32750.58
458,Mississippi,3.4493217642817764,1.5606358885584053,22.419446200485552,42.072135411035,30.49846073563927,91,28,46205.06
459,Mississippi,61.01846216520681,30.447877164773793,2.7445682058866385,5.235907784186263,0.5531846799464972,131,563,39555.52
460,Mississippi,77.53938446462394,10.294863186696382,10.920467991684612,0.9720826051640292,0.27320175183103856,139,296,44549.27
461,Mississippi,4.916850897298374,51.24356954789447,37.335783462317,2.8688118262545674,3.634984266235577,570,29,44238.53
462,Mississippi,9.610135742347758,29.73668668046964,44.85063193184215,12.474102301909042,3.3284433434314025,534,73,38940.33
463,Mississippi,49.100815072213045,32.63587304008925,0.985061211662901,1.920045788823859,15.35820488721096,247,264,34390.39
464,Mississippi,78.59507047438139,13.517879331995239,0.8542195427287801,3.7552222350105593,3.2776084158840177,71,566,47554.48
465,Mississippi,93.44747260809473,1.7413691029915925,2.1722740298030425,2.0618042225979787,0.5770800365126405,22,408,52794.61
466,Mississippi,33.927702456506836,9.975452133618385,33.52912964900037,13.364931983254584,9.202783777619842,334,218,53448.97
467,Mississippi,12.126491520443118,3.1278396221552103,74.70378773526987,7.835084476473265,2.206796645658528,432,102,39232.9
468,Mississippi,54.14056694775917,32.08312647363862,0.30042864105545375,8.051343916350673,5.424534021196081,217,408,55203.89
469,Mississippi,74.49502149504538,7.102075979519862,11.420001999082558,0.7086783616457506,6.274222164706444,99,492,50623.77
470,Mississippi,77.49515557453336,16.244077372957534,6.155250000987395,0.026862015964655178,0.07865503555706255,134,291,46745.17
471,Mississippi,63.21539930000576,11.475002807763516,3.174449940468192,4.872038847994673,17.26310910376786,111,251,26231.04
472,Mississippi,49.69478509272904,33.76579997184582,1.038842794204497,6.656052919733018,8.844519221487616,281,347,43895.91
473,Mississippi,86.18384767700587,3.72147826782212,7.731275131764616,0.40141771598621556,1.961981207421175,106,470,55782.72
474,Mississippi,32.32529745872008,1.4915420891789586,15.162766164350291,23.622782463448186,27.397611824302487,150,106,46028.81
475,Mississippi,35.42695006367489,5.21646420221169,42.321472074050625,14.653486299958546,2.381627360104247,220,207,50644.55
476,Mississippi,4.212526244046932,12.096709826029763,4.873949693802363,44.185791222668264,34.631023013452676,148,15,35543.23
477,Mississippi,17.026487005657064,52.54029102809033,28.68072807486392,0.8040612791176939,0.9484326122709916,349,136,28389.77
478,Mississippi,58.291284675366306,12.627544265321543,7.433111205901061,17.826348813089243,3.8217110403218584,141,277,38204.86
479,Mississippi,64.99535130263028,2.4719636712388198,18.546377457907713,0.04180442392034906,13.944503144302828,169,208,35175.37
480,Mississippi,66.21019823611178,23.752519606068432,0.44722537932171286,6.951557157274636,2.6384996212234455,169,654,26896.84
481,Mississippi,85.8161748301343,0.4539217789483049,12.88316278255037,0.2235783311934971,0.6231622771735346,77,508,50179.64
482,Mississippi,59.68798722883753,2.0956207000495897,23.268248008243678,14.363199870327978,0.5849441925412293,126,343,48711.6
483,Mississippi,3.889300557816844,60.189480492821566,10.932374295043434,23.838078297444756,1.1507663568734046,409,27,49551.51
484,Mississippi,94.77057596710347,1.182208186241947,1.7469252478400599,2.0636496446871404,0.23664095412738106,14,391,43086.48
485,Mississippi,2.0286352421482245,86.73836115407738,5.756775081213275,1.3666778002677196,4.109550722293392,505,19,45971.19
486,Mississippi,82.27055543392186,16.475705531926128,0.45176528205073396,0.13812244942439741,0.6638513026768891,66,396,51817.97
487,Mississippi,53.89798370762272,18.34378770866094,8.014418529589598,18.28587712805324,1.4579329260735108,241,389,44077.62
488,Mississippi,79.46726868907197,19.98336395962276,0.1680119110293451,0.13896732377830806,0.24238811649762226,199,534,37459.7
489,Mississippi,15.568256507933576,30.135352644917486,51.1739812994279,1.9933800583384464,1.129029489382603,449,107,45529.91
490,Mississippi,21.952768760803345,32.81605315031963,43.232961304147054,1.960721055818526,0.03749572891145192,639,198,49399.46
491,Mississippi,28.65399272657363,11.824596805064612,40.00008615031165,3.1457034809580273,16.37562083709207,411,122,63317.83
492,Mississippi,87.18139846987438,6.250459520923551,0.7190527352256214,5.340866603270263,0.5082226707061892,64,380,28667.9
493,Mississippi,7.0279123875794935,17.760978135456966,69.98032179526416,4.162714131942154,1.06807354975723,591,38,51789.31
494,Mississippi,34.554932342345445,59.2381087663886,0.26702293421685436,0.5517877083778001,5.3881482486713,576,115,58451.98
495,Mississippi,95.4053824620841,1.1644159816036597,3.1825848197694575,0.10949176523697285,0.13812497130581392,34,790,30755.69
496,Mississippi,30.00499537954806,35.384748271311985,15.29983311044398,7.999540717854463,11.310882520841517,205,210,50920.55
497,Mississippi,89.56313965445518,1.844785978415061,2.598529250002307,2.4007231290308746,3.592821988096574,31,545,50545.42
498,Mississippi,21.24896310777381,68.20045858170049,3.391024298752806,3.542220858935206,3.6173331528376877,226,156,38327.33
499,Mississippi,40.19608342313333,9.174889907706673,26.66858978395962,8.675829172934131,15.28460771226625,121,203,50078.54
500,Mississippi,96.35139678633178,1.4815326133517535,0.2453984418161773,0.37366068970066063,1.5480114687996291,9,290,48579.34
501,Mississippi,85.98664900095064,0.7940168543141847,6.550017893782026,2.88475662375396,3.784559627199201,65,610,45717.4
502,Mississippi,80.47660631526718,18.555377359191862,0.5304615656501007,0.38938337791193744,0.04817138197891779,119,525,42058.06
503,Mississippi,62.930407920061256,30.8138333141148,2.39139884895422,1.1770480804378614,2.68731183643186,230,330,35305.37
504,Mississippi,54.10539696361604,41.30724873507432,1.5924216190039362,2.3850657746563413,0.6098669076493621,414,466,58543.54
505,Mississippi,28.808335863181334,44.57371294747497,19.17943734758014,4.878984431122491,2.559529410641062,495,163,62553.71
506,Mississippi,4.663019360553511,28.970674947798646,22.009730175522492,9.685680030428472,34.67089548569689,338,45,42855.25
507,Mississippi,68.66737629831647,22.660948712466052,3.8315261387545365,3.818399801422794,1.0217490490401389,129,653,53584.36
508,Mississippi,8.593347041785538,26.044008243730193,21.77258412659198,8.791540745927003,34.79851984196529,231,75,46138.97
509,Mississippi,83.45795847123301,15.39569563367263,0.7899065846212262,0.13004362166903316,0.22639568880410366,157,675,49316.14
510,Mississippi,3.5920051197558256,50.12030829241047,7.099478962657231,29.125107979085033,10.063099646091445,295,22,48023.33
511,Mississippi,89.51227988753637,6.137312561305561,0.4787026277145268,1.419898091708444,2.451806831735098,59,858,60297.78
512,Mississippi,60.01606348279789,21.090736175799833,7.212732690915036,1.8901679502546105,9.790299700232637,183,349,30706.58
513,Mississippi,73.70666008474517,5.608687046016851,1.4703168028878648,14.175350766506934,5.038985299843176,53,605,43842.95
514,Mississippi,6.477585101644523,81.35416369326961,2.023147118283149,5.673770171067795,4.471333915734917,356,56,32557.31
515,Mississippi,99.43479298661103,0.0594838459274369,0.45751781578192235,0.03665202694650261,0.011553324733114323,5,531,52670.09
516,Mississippi,86.99288595936554,7.710446340781473,3.6714642752520747,0.6082049051893453,1.0169985194115725,58,837,47399.04
517,Mississippi,46.45858976990773,50.08921601243617,3.220764432532821,0.17003871696278655,0.061391068160489226,487,205,27549.79
518,Mississippi,22.602628807488124,47.47360676724089,22.701215007724443,3.957783359464589,3.2647660580819604,566,176,39713.32
519,Mississippi,60.50433070822685,30.893622006024668,2.827233155917634,3.6135411424842423,2.1612729873466066,140,563,49888.23
520,Mississippi,43.3001805047162,0.5791109901699422,44.39492739255533,0.8812375089152452,10.844543603643274,156,217,63184.75
521,Mississippi,52.52391058548026,3.2233501994255853,8.131438247377693,23.048651411502934,13.07264955621352,90,487,32582.23
522,Mississippi,18.160730565316552,31.78202632148235,40.29564896775598,5.7009433958134395,4.060650749631677,560,176,47731.37
523,Mississippi,63.87904790981259,21.242893270976037,0.30417068596090785,2.196463227859991,12.37742490539047,91,515,66699.08
524,Mississippi,82.6977517850465,2.172088881148345,6.878769214293348,0.7990061876115225,7.452383931900286,31,743,50942.3
525,Mississippi,20.1031313617581,44.49218489962785,18.543738242731134,16.6474557345271,0.21348976135581665,440,85,47519.91
526,Mississippi,45.64206068681538,54.17514603164684,0.012068991092407716,0.09051641332881184,0.08020787711656396,500,342,56090.18
527,Mississippi,11.717079962273635,2.8664467316566293,44.287295262100606,6.116371607959773,35.012806436009356,296,105,47383.01
528,Mississippi,40.03238159214264,52.46553379749137,5.081358845913338,1.0629119627090562,1.357813801743589,284,151,42059.01
529,Mississippi,20.23160078790025,72.8365952491602,2.777062766826971,1.5185410440907097,2.636200152021871,461,97,43823.66
530,Mississippi,9.565871354831534,57.9158971201431,2.414285892589722,10.24434187142931,19.85960376100634,259,57,54950.29
531,Mississippi,66.88728792339904,3.8289706871126454,4.758163666378044,7.983581894446944,16.54199582866333,50,252,37234.47
532,Mississippi,68.00875225280507,15.535144566333638,10.11296471471735,4.055928020929622,2.2872104452143134,157,482,49906.42
533,Mississippi,28.78375417260475,46.95291122244566,22.00375587924042,1.7253142119314753,0.5342645137776998,366,224,33411.0
534,Mississippi,29.49748741671384,10.175814315503242,23.64070720035271,25.115262046136692,11.570729021293516,220,268,53857.3
535,Mississippi,71.43361055578447,11.322284775765448,0.5913946176073558,8.268857535617155,8.38385251522557,61,570,38323.01
536,Mississippi,18.339148825722816,51.05985269293603,0.8956269353071862,26.653478011819484,3.0518935342144715,329,124,31279.29
537,Mississippi,77.74014832976823,5.1479654768739245,1.6353944995943293,0.3920995608320004,15.084392132931526,32,458,53871.2
538,Mississippi,46.546392148848916,52.438133420378236,0.5565521263951533,0.4385272100784127,0.020395094299288985,426,180,32026.72
539,Mississippi,74.09216305595233,15.090366837413237,1.2354167780155063,5.885168359164154,3.6968849694547714,84,517,54133.34
540,Mississippi,83.89884766111658,6.573057625475872,6.429031917704904,0.309863140133485,2.7891996555691634,75,668,20911.57
541,Mississippi,49.32224302240298,19.476229605393332,5.831847497662341,7.529573875059802,17.84010599948155,91,431,56936.86
542,Mississippi,26.96572538067311,26.099583715257168,11.676075907357774,14.429040740410924,20.82957425630103,235,184,37318.29
543,Mississippi,32.495999450490295,26.1697588735399,24.48607955459933,1.7045947451411811,15.1435673762293,336,279,49015.73
544,Mississippi,96.7867093259988,0.9077225551461335,0.7560351528799456,0.6857285540714207,0.8638044119037005,11,632,63113.78
545,Mississippi,69.75895067286929,7.55893943096608,11.823840412077299,10.443495671651329,0.4147738124359961,161,509,44644.05
546,Mississippi,70.33470256406169,18.590931442535027,6.159939209952565,1.8941234941797418,3.0203032892709842,150,527,43670.79
547,Mississippi,71.16533456882998,11.54594707307296,7.0044371710843025,3.8248423083902696,6.4594388786224926,151,323,57300.16
548,Mississippi,50.284967973023385,22.64104933596916,25.356814005736513,1.4359291284282363,0.2812395568427064,352,390,48919.72
549,Mississippi,84.59328742755088,3.352396054962092,9.642626321863975,2.0702439692240735,0.34144622639898614,90,477,52544.33
550,Mississippi,63.44624282881527,2.344671490508384,24.20580612759156,3.0275629455433384,6.975716607541443,238,322,41848.58
551,Mississippi,27.32035803333932,48.046882389504155,13.483224028729829,3.5299034527635427,7.619632095663135,446,126,38541.87
552,Mississippi,67.94909311335847,22.21209580471567,2.3852815031517065,2.429060784754306,5.024468794019839,179,622,42112.11
553,Mississippi,3.0962923653482632,5.331254306212887,33.442845710677524,17.236199857039146,40.89340776072218,232,18,37177.18
554,Mississippi,14.253177457957467,40.32132787648741,7.647747977642078,26.65926352338707,11.11848316452597,246,119,48281.48
555,Mississippi,29.102725891716897,46.884859439969254,19.010774266233074,3.415939286506086,1.5857011155746932,399,265,48697.49
556,Mississippi,49.75601363373507,40.35317549931526,7.403081027392092,2.199297989272867,0.2884318502847094,407,171,31237.83
557,Mississippi,51.00115063015389,40.262741428637916,0.16299921706833803,4.972864664974578,3.600244059165277,175,402,60071.46
558,Mississippi,67.52838643382374,26.804102103349148,4.821409362708244,0.5310468359334706,0.3150552641854034,208,563,37063.54
559,Mississippi,25.99465039851373,16.049138830954764,20.395942237223238,33.68379693187832,3.876471601429955,268,209,60289.6
560,Mississippi,68.52984084043067,16.322224260228925,3.840366276633984,6.4890175189961505,4.818551103710277,189,616,54319.19
561,Mississippi,96.35398174554844,1.0736802309785982,0.6013621680055314,1.7910642702241286,0.1799115852433033,12,715,36156.94
562,Mississippi,25.307914902159546,23.483769385578483,26.39678739812171,21.98248238522422,2.8290459289160452,248,126,38006.38
563,Mississippi,34.820131555151065,45.71959528720132,4.466516859686286,14.479193671174665,0.5145626267866561,434,273,47134.2
564,Mississippi,55.89424284569867,19.814003108105336,1.8031211650632355,14.926050919868558,7.5625819612642005,89,385,49132.4
565,Mississippi,22.17021177923364,22.776591937746364,39.38814963585083,10.46817966280507,5.1968669843640924,428,134,45332.68
566,Mississippi,63.66759824039274,17.498010482339808,8.963603808097849,8.136913976776166,1.7338734923934425,257,309,46068.27
567,Mississippi,84.49077005018304,12.886184464419777,1.8360485805511557,0.07944471478730597,0.7075521900587205,114,691,53278.94
568,Mississippi,6.3294017643655165,49.34339370976677,27.36296685802951,0.17380745125475439,16.790430216583445,641,27,62889.9
569,Mississippi,19.099704005834894,21.278836645144214,9.09176951738884,49.811416848699075,0.718272982932973,165,139,44621.47
570,Mississippi,79.70477998339123,7.347802205452283,3.3313717032233945,7.312566907160276,2.303479200772813,59,709,58999.11
571,Mississippi,66.57724080455199,17.821632122322143,15.240276512221614,0.09677426580044532,0.2640762951038056,246,543,37920.92
572,Mississippi,23.50897131017664,76.29364623760836,0.14254406330996536,0.012350493338174865,0.04248789556686461,678,191,47941.56
573,Mississippi,60.33074821809843,29.203571350703466,5.617616914873174,1.3109047914441,3.5371587248808396,205,588,39683.31
574,Mississippi,63.82866153707546,20.331821195633072,8.083063658928499,5.759966645949441,1.9964869624135275,205,303,37297.42
575,Mississippi,87.04405672742263,3.6162067854724493,4.450116052242282,3.986321309336071,0.9032991255265728,38,302,37502.97
576,Mississippi,60.41425633856662,12.237493993171267,23.141720916999006,3.9712804642488204,0.23524828701428646,165,310,39358.84
577,Mississippi,45.851773975018,2.0406728999188086,26.07362148064122,17.54506229780134,8.488869346620632,208,315,16030.45
578,Mississippi,72.74236768832546,21.613360902873783,2.7971916655737195,1.0690151985092349,1.7780645447178074,165,232,40801.88
579,Mississippi,69.21385746501936,7.740454231008283,12.112732461660103,6.421376688412649,4.5115791538996035,156,669,37239.83
580,Mississippi,15.909058909088646,5.689490901481653,20.27125942357634,13.139194397739383,44.99099636811398,129,127,63356.0
581,Mississippi,2.8467870374340065,78.85168084729162,6.520294402910212,1.3793636881435911,10.401874024220575,288,12,48172.3
582,Mississippi,1.3890968414072558,93.68032477878002,4.898618512212647,0.021305667441842584,0.010654200158242588,498,6,53682.77
583,Mississippi,52.41912271198205,7.101106027569219,31.580245860833916,7.417927563249699,1.4815978363651112,260,236,44482.43
584,Mississippi,99.45431721917022,0.0314093777281259,0.04372784914558349,0.3667558377305937,0.10378971622547795,0,763,61143.14
585,Mississippi,36.19933351585767,41.47426987794993,16.581566108728286,0.7503227245135076,4.994507772950612,392,178,52688.99
586,Mississippi,42.83936610750387,35.80506432247697,0.4847476738548324,14.612296505703105,6.25852539046123,192,327,40028.75
587,Mississippi,14.221846399203786,51.25551852721764,30.143124136356565,3.1317013959677564,1.2478095412542558,694,114,47071.59
588,Mississippi,53.30694891707436,29.82100595729433,10.34447061840514,6.478212589915505,0.04936191731067652,358,393,69040.2
589,Mississippi,45.88767619131876,46.08358162333703,1.371845528698222,1.1569374626762976,5.499959193969701,235,382,54554.72
590,Mississippi,81.44496575326963,16.833105234338934,1.3902171653991902,0.06921156263810489,0.26250028435414663,141,421,50735.1
591,Mississippi,83.6549195735188,13.970802059946335,2.17379451297175,0.15023846015474218,0.05024539340837464,148,458,37811.88
592,Mississippi,6.628450933115904,24.812612002033823,23.53238870164569,5.369155017120333,39.65739334608425,272,35,49833.83
593,Mississippi,12.501638174945251,3.280406554491995,25.892776164902216,31.594331344780496,26.73084776088004,202,83,56490.2
594,Mississippi,8.489412605988711,9.662266843343795,14.720736921389411,44.82151510688543,22.30606852239265,142,72,31630.12
595,Mississippi,47.05088914700754,23.21204773047041,13.256638951318575,1.103653436240848,15.37677073496262,213,374,43785.85
596,Mississippi,89.6031329018542,8.108201883949457,1.324063985877456,0.359336551328811,0.6052646769900747,81,538,50152.33
597,Mississippi,39.08359041351079,1.4880971583265066,2.432019208076319,19.455670008997966,37.540623211088416,30,155,38726.05
598,Mississippi,57.96113370660285,5.856107316012732,2.5417839293019524,32.97237963951143,0.6685954085710364,27,525,42602.93
599,Mississippi,50.85357391358617,23.414880551246732,8.759607794652384,7.685720419977924,9.286217320536792,228,491,69945.81
600,Mississippi,23.38378697489437,26.626154252956574,20.423554799067663,5.443842460287647,24.122661512793755,208,91,50924.61
601,Mississippi,11.588484201707383,13.636357848113057,3.2460976080596886,71.00173764684136,0.5273226952785137,77,77,35471.41
602,Mississippi,96.58556052046853,2.1050450152932845,0.15683522290572946,0.3512192116636833,0.8013400296687649,18,309,27256.46
603,Mississippi,27.403850131599494,34.66650927098767,12.352782176378158,7.032535710467417,18.544322710567272,178,134,35877.59
604,Mississippi,22.147069410874252,56.613211147698124,1.014399693141818,10.36631724450485,9.859002503780957,304,151,48345.34
605,Mississippi,24.122219046132155,29.706405453926106,15.511845364722856,5.778870333814593,24.880659801404292,267,233,44835.45
606,Mississippi,86.43158554903655,10.878838057801483,1.332911670283428,0.9843390903149642,0.3723256325635731,115,837,37652.58
607,Mississippi,72.92056102142833,13.670653081441456,4.402921689983636,5.359695414086526,3.646168793060042,100,495,45433.16
608,Mississippi,31.86198849579249,40.670375447513,17.88778342310441,5.685102252351495,3.8947503812385946,488,167,37984.19
609,Mississippi,53.2764039181919,44.164614269181335,1.3511074968693932,0.05620457475833704,1.15166974099904,436,163,33622.04
610,Mississippi,11.923192584206333,23.98067816549867,7.7904663972435735,5.953553304987311,50.35210954806411,186,45,32488.86
611,Mississippi,54.5975218620739,32.06882346084639,2.65509144642386,2.8257439909648365,7.85281923969103,122,520,33180.63
612,Mississippi,14.023036186369897,35.336600759477165,9.617846330037311,3.214687063925329,37.8078296601903,287,126,49413.85
613,Mississippi,4.714448798855897,62.64585040069568,29.0579276125701,1.8194741924151476,1.7622989954631834,430,17,36853.75
614,Mississippi,1.2720752956594361,39.210505683839806,12.257579230167561,38.783435067332896,8.476404723000314,383,5,55443.8
615,Mississippi,72.8106970635708,13.743296756637273,1.7082931473466398,2.9529257713481103,8.78478726109718,62,227,37349.72
616,Mississippi,92.91635644111885,4.530816655593913,0.3008094816647802,0.3647897755866612,1.8872276460357966,34,329,39721.21
617,Mississippi,9.526521337470307,61.38510175867955,26.82465707436841,0.6041252935610272,1.6595945359206894,641,93,38481.77
618,Mississippi,44.739580144661076,14.841244089347816,29.808101085282097,8.746012249940897,1.8650624307681198,239,312,60280.42
619,Mississippi,12.16195969805407,72.02595836527323,8.131230608929434,7.06062182602242,0.6202295017208712,564,70,29336.54
620,Mississippi,42.95501708367551,22.989251225532797,12.496130638059485,9.310003210056319,12.249597842675897,161,182,36486.87
621,Mississippi,52.914341629473284,41.896704339391896,0.2561821168789586,1.1152694491174655,3.8175024651383893,257,416,35743.9
622,Mississippi,79.50919675431535,19.07600053746703,0.7836683840253235,0.3621027332904029,0.26903159090190343,125,387,30370.79
623,Mississippi,56.56423163278402,29.877452079098248,1.4814639401770333,5.922306435797182,6.154545912143519,156,375,41349.71
624,Mississippi,34.99856516213049,42.320001568875114,20.15008092711307,0.2912937434696246,2.240058598411707,318,332,36977.46
625,Mississippi,30.59609095884789,59.648846124266015,6.11269079171363,1.7591185838025944,1.883253541369868,311,106,36355.77
626,Mississippi,61.55658840479495,25.139177011744465,7.601945493355042,0.5202487036071388,5.1820403864984,262,595,36483.16
627,Mississippi,32.74812107792165,64.75401394881374,0.18524605998820837,1.8050974598266987,0.5075214534497121,565,129,43245.56
628,Mississippi,18.123721032301198,26.00388692684694,9.006369322680749,7.864842869784399,39.00117984838672,194,171,59008.31
629,Mississippi,1.6859135189514651,93.12549301968309,3.9186142246885054,0.9592752089682635,0.3107040277086668,688,12,48808.28
630,Mississippi,21.164495564930075,37.123534826692335,21.98833154081781,4.622435954589053,15.101202112970725,348,180,57312.02
631,Mississippi,1.0738565201883432,37.891233862752294,26.489995209667573,7.904980553585175,26.63993385380661,272,10,48068.52
632,Mississippi,90.50560054763666,0.8442042007908613,8.37073358277975,0.22191492815222824,0.05754674064050391,34,598,45137.29
633,Mississippi,87.49316879660971,11.338405915048051,1.0857594283526937,0.043439222924997724,0.039226637064544434,107,279,57745.05
634,Mississippi,35.131390605859046,61.537747280573825,0.3420684331943537,1.9644108931312319,1.0243827872415352,357,245,78693.6
635,Mississippi,66.67595865448473,7.573237075116447,14.949160067583557,7.696551354983315,3.1050928478319406,180,552,42504.85
636,Mississippi,40.54503386850647,58.000475411369585,0.7759767500017302,0.6668038649821221,0.011710105140082305,254,283,51112.28
637,Mississippi,96.3892720973748,1.9987137984775063,1.0398365479228695,0.4146523842167067,0.157525172008107,26,424,54606.87
638,Mississippi,18.294695031976428,44.37458542811798,20.301730372389606,15.368720532109105,1.6602686354068794,432,147,54096.5
639,Mississippi,41.857812986547806,17.72040605724474,35.307762796679526,0.17066532629163336,4.94335283323629,430,196,51706.59
640,Mississippi,64.90770759888002,34.90118559868836,0.17412153250660867,0.006690651510301344,0.01029461841471857,229,373,46471.41
641,Mississippi,1.9340779266759922,93.9442830807321,2.2553634274729735,0.32594969321983813,1.5403258718990855,563,17,36820.05
642,Mississippi,66.20520457934902,27.27438985069424,0.014585843386799184,2.486638062990269,4.019181663579687,221,644,42880.9
643,Mississippi,47.05167125760191,24.402724582060443,0.28491613301093777,18.53234179721135,9.728346230115363,237,143,46079.53
644,Mississippi,85.70364906800656,12.488965218592314,0.6836428255754823,1.0931293636574364,0.030613524168217054,115,534,53603.09
645,Mississippi,90.11898515247043,3.434669742282774,1.0483536070209654,4.9729846134226205,0.4250068848031958,35,896,28381.78
646,Mississippi,13.712657853762767,3.7377525640892912,41.71761510235701,13.442989620433417,27.388984859357507,269,77,43271.94
647,Mississippi,48.94946004109366,30.208430487869027,0.2021351828747828,9.90386774415107,10.736106544011463,253,211,52026.01
648,Mississippi,2.7407368087067785,61.76449637939281,32.418547636816754,1.3142048399024562,1.7620143351811919,544,24,37351.54
649,Mississippi,2.686055519055641,84.88851829333704,9.373592239769447,0.9612330338064506,2.0906009140314126,583,24,29924.57
